City,variable,time,value
Queretaro,Maximum Temperature of Warmest Month,2018,28.79999924
Wellington,Maximum Temperature of Warmest Month,2018,19.70000076
Birmingham,Maximum Temperature of Warmest Month,2018,19.29999924
Belem,Maximum Temperature of Warmest Month,2018,31.10000038
Edinburgh,Maximum Temperature of Warmest Month,2018,17.70000076
Bir Lehlou,Maximum Temperature of Warmest Month,2018,39.79999924
Kigali,Maximum Temperature of Warmest Month,2018,25.89999962
Hartford,Maximum Temperature of Warmest Month,2018,28.10000038
Milwaukee,Maximum Temperature of Warmest Month,2018,27
"Washington, D.C.",Maximum Temperature of Warmest Month,2018,30.60000038
Mexico City,Maximum Temperature of Warmest Month,2018,26
Kermanshah,Maximum Temperature of Warmest Month,2018,34.90000153
Jaipur,Maximum Temperature of Warmest Month,2018,38.90000153
Tabriz,Maximum Temperature of Warmest Month,2018,30.79999924
Samara,Maximum Temperature of Warmest Month,2018,26
San Bernardino,Maximum Temperature of Warmest Month,2018,34
Mandalay,Maximum Temperature of Warmest Month,2018,35.70000076
Leon,Maximum Temperature of Warmest Month,2018,30.5
Canberra,Maximum Temperature of Warmest Month,2018,25.60000038
Tunis,Maximum Temperature of Warmest Month,2018,31.10000038
Torreon,Maximum Temperature of Warmest Month,2018,35.59999847
New York,Maximum Temperature of Warmest Month,2018,28.5
Hyderabad,Maximum Temperature of Warmest Month,2018,37.90000153
Hyderabad,Maximum Temperature of Warmest Month,2018,37.90000153
Las Vegas,Maximum Temperature of Warmest Month,2018,38.40000153
Indore,Maximum Temperature of Warmest Month,2018,38.59999847
Manaus,Maximum Temperature of Warmest Month,2018,32.29999924
Semarang,Maximum Temperature of Warmest Month,2018,32
Nanchong,Maximum Temperature of Warmest Month,2018,30.60000038
Asuncion,Maximum Temperature of Warmest Month,2018,32.20000076
Denver,Maximum Temperature of Warmest Month,2018,30.20000076
Juba,Maximum Temperature of Warmest Month,2018,35.40000153
Bangui,Maximum Temperature of Warmest Month,2018,32.09999847
Manila,Maximum Temperature of Warmest Month,2018,31.89999962
Lanzhou,Maximum Temperature of Warmest Month,2018,27.70000076
Niamey,Maximum Temperature of Warmest Month,2018,39.79999924
Lubumbashi,Maximum Temperature of Warmest Month,2018,30.89999962
Austin,Maximum Temperature of Warmest Month,2018,35
Dallas,Maximum Temperature of Warmest Month,2018,35.40000153
Calgary,Maximum Temperature of Warmest Month,2018,23
Puebla,Maximum Temperature of Warmest Month,2018,26.60000038
Melbourne,Maximum Temperature of Warmest Month,2018,24.39999962
Ashgabat,Maximum Temperature of Warmest Month,2018,36.59999847
Ogbomosho,Maximum Temperature of Warmest Month,2018,32.79999924
Bishkek,Maximum Temperature of Warmest Month,2018,30.70000076
Gujranwala,Maximum Temperature of Warmest Month,2018,39.79999924
Quito,Maximum Temperature of Warmest Month,2018,19.60000038
Taiyuan,Maximum Temperature of Warmest Month,2018,29.39999962
Ahmedabad,Maximum Temperature of Warmest Month,2018,39.5
Patna,Maximum Temperature of Warmest Month,2018,36.59999847
Kano,Maximum Temperature of Warmest Month,2018,36.79999924
Tel Aviv-Yafo,Maximum Temperature of Warmest Month,2018,31
Beirut,Maximum Temperature of Warmest Month,2018,30.70000076
Lusaka,Maximum Temperature of Warmest Month,2018,30.20000076
Ndjamena,Maximum Temperature of Warmest Month,2018,39.29999924
Guatemala,Maximum Temperature of Warmest Month,2018,25.5
Brazzaville,Maximum Temperature of Warmest Month,2018,30.70000076
Ho Chi Minh City,Maximum Temperature of Warmest Month,2018,32.79999924
Surat,Maximum Temperature of Warmest Month,2018,35.79999924
Al Hudaydah,Maximum Temperature of Warmest Month,2018,37
Bangalore,Maximum Temperature of Warmest Month,2018,32.70000076
Kaduna,Maximum Temperature of Warmest Month,2018,33.70000076
Kabul,Maximum Temperature of Warmest Month,2018,32.29999924
Zaria,Maximum Temperature of Warmest Month,2018,33.79999924
Bamako,Maximum Temperature of Warmest Month,2018,37.70000076
Rotterdam,Maximum Temperature of Warmest Month,2018,20.29999924
Valletta,Maximum Temperature of Warmest Month,2018,29.60000038
San Antonio,Maximum Temperature of Warmest Month,2018,34.90000153
Bujumbura,Maximum Temperature of Warmest Month,2018,30.29999924
Maracay,Maximum Temperature of Warmest Month,2018,30.79999924
Mashhad,Maximum Temperature of Warmest Month,2018,32.5
Kanpur,Maximum Temperature of Warmest Month,2018,39.90000153
Tirana,Maximum Temperature of Warmest Month,2018,29.79999924
Belfast,Maximum Temperature of Warmest Month,2018,17.60000038
New Delhi,Maximum Temperature of Warmest Month,2018,39.40000153
Abidjan,Maximum Temperature of Warmest Month,2018,30.5
Tegucigalpa,Maximum Temperature of Warmest Month,2018,28.5
Doha,Maximum Temperature of Warmest Month,2018,40.20000076
Kumasi,Maximum Temperature of Warmest Month,2018,31.70000076
Toluca,Maximum Temperature of Warmest Month,2018,23.20000076
Delhi,Maximum Temperature of Warmest Month,2018,39.40000153
Barcelona,Maximum Temperature of Warmest Month,2018,27.5
Amsterdam,Maximum Temperature of Warmest Month,2018,20.10000038
Istanbul,Maximum Temperature of Warmest Month,2018,26.60000038
Abuja,Maximum Temperature of Warmest Month,2018,33.09999847
Monterrey,Maximum Temperature of Warmest Month,2018,34.29999924
Boston,Maximum Temperature of Warmest Month,2018,28
Dodoma,Maximum Temperature of Warmest Month,2018,30.5
The Hague,Maximum Temperature of Warmest Month,2018,19.79999924
Dublin,Maximum Temperature of Warmest Month,2018,18.70000076
Jinan,Maximum Temperature of Warmest Month,2018,31.70000076
Mombasa,Maximum Temperature of Warmest Month,2018,31.39999962
Lisbon,Maximum Temperature of Warmest Month,2018,26
Lucknow,Maximum Temperature of Warmest Month,2018,39.59999847
Addis Ababa,Maximum Temperature of Warmest Month,2018,23.60000038
Richmond,Maximum Temperature of Warmest Month,2018,31.60000038
Banjul,Maximum Temperature of Warmest Month,2018,32.70000076
Changsha,Maximum Temperature of Warmest Month,2018,33.40000153
Jeddah,Maximum Temperature of Warmest Month,2018,38.09999847
La Paz,Maximum Temperature of Warmest Month,2018,18.79999924
Harbin,Maximum Temperature of Warmest Month,2018,27.39999962
Rawalpindi,Maximum Temperature of Warmest Month,2018,39.20000076
Yamoussoukro,Maximum Temperature of Warmest Month,2018,32.59999847
Charlotte,Maximum Temperature of Warmest Month,2018,32.29999924
Guiyang,Maximum Temperature of Warmest Month,2018,27.89999962
Windhoek,Maximum Temperature of Warmest Month,2018,31.70000076
Glasgow,Maximum Temperature of Warmest Month,2018,18
Wuhan,Maximum Temperature of Warmest Month,2018,32.90000153
Tripoli,Maximum Temperature of Warmest Month,2018,30.79999924
Batumi,Maximum Temperature of Warmest Month,2018,26.79999924
Ciudad Juarez,Maximum Temperature of Warmest Month,2018,35.5
Jakarta,Maximum Temperature of Warmest Month,2018,32.20000076
Bridgeport,Maximum Temperature of Warmest Month,2018,28.20000076
Porto,Maximum Temperature of Warmest Month,2018,24.20000076
Atlanta,Maximum Temperature of Warmest Month,2018,32.29999924
Ouagadougou,Maximum Temperature of Warmest Month,2018,38.20000076
Teresina,Maximum Temperature of Warmest Month,2018,35.90000153
Rabat,Maximum Temperature of Warmest Month,2018,26.89999962
Lilongwe,Maximum Temperature of Warmest Month,2018,29.60000038
Bangkok,Maximum Temperature of Warmest Month,2018,34.09999847
Palembang,Maximum Temperature of Warmest Month,2018,32.09999847
Rosario,Maximum Temperature of Warmest Month,2018,29.10000038
Cali,Maximum Temperature of Warmest Month,2018,29.70000076
Kolkata,Maximum Temperature of Warmest Month,2018,34.59999847
Monaco,Maximum Temperature of Warmest Month,2018,26
Conakry,Maximum Temperature of Warmest Month,2018,33.29999924
Medina,Maximum Temperature of Warmest Month,2018,43.09999847
Hangzhou,Maximum Temperature of Warmest Month,2018,32.79999924
Alexandria,Maximum Temperature of Warmest Month,2018,30.5
Malabo,Maximum Temperature of Warmest Month,2018,29.5
Goiania,Maximum Temperature of Warmest Month,2018,30.79999924
Harare,Maximum Temperature of Warmest Month,2018,27.89999962
Cordoba,Maximum Temperature of Warmest Month,2018,29.29999924
Santa Cruz,Maximum Temperature of Warmest Month,2018,31.5
Hanoi,Maximum Temperature of Warmest Month,2018,32.70000076
Islamabad,Maximum Temperature of Warmest Month,2018,39.40000153
Natal,Maximum Temperature of Warmest Month,2018,30.29999924
Paramaribo,Maximum Temperature of Warmest Month,2018,32.29999924
Sapporo,Maximum Temperature of Warmest Month,2018,25.89999962
Zibo,Maximum Temperature of Warmest Month,2018,31.89999962
Kuala Lumpur,Maximum Temperature of Warmest Month,2018,32
Mexicali,Maximum Temperature of Warmest Month,2018,41.40000153
Chengdu,Maximum Temperature of Warmest Month,2018,29
Haifa,Maximum Temperature of Warmest Month,2018,30.70000076
Nouakchott,Maximum Temperature of Warmest Month,2018,35.40000153
Auckland,Maximum Temperature of Warmest Month,2018,23.79999924
Nicosia,Maximum Temperature of Warmest Month,2018,35.59999847
Santiago,Maximum Temperature of Warmest Month,2018,28.79999924
Khartoum,Maximum Temperature of Warmest Month,2018,41.40000153
Faisalabad,Maximum Temperature of Warmest Month,2018,40.79999924
Rajshahi,Maximum Temperature of Warmest Month,2018,34.79999924
Seoul,Maximum Temperature of Warmest Month,2018,29.79999924
Bogor,Maximum Temperature of Warmest Month,2018,31.10000038
Panama City,Maximum Temperature of Warmest Month,2018,31.60000038
Chennai,Maximum Temperature of Warmest Month,2018,37.40000153
Bucaramanga,Maximum Temperature of Warmest Month,2018,28.20000076
Guayaquil,Maximum Temperature of Warmest Month,2018,30.79999924
Mogadishu,Maximum Temperature of Warmest Month,2018,31.89999962
Dubai,Maximum Temperature of Warmest Month,2018,40
Kelang,Maximum Temperature of Warmest Month,2018,32
Salvador,Maximum Temperature of Warmest Month,2018,29.60000038
Douala,Maximum Temperature of Warmest Month,2018,31.29999924
Arequipa,Maximum Temperature of Warmest Month,2018,23.39999962
Valencia,Maximum Temperature of Warmest Month,2018,30.39999962
Bissau,Maximum Temperature of Warmest Month,2018,32.79999924
Sao Tome,Maximum Temperature of Warmest Month,2018,29.29999924
Brasilia,Maximum Temperature of Warmest Month,2018,28.10000038
Shanghai,Maximum Temperature of Warmest Month,2018,31.70000076
Vientiane,Maximum Temperature of Warmest Month,2018,33.59999847
Buenos Aires,Maximum Temperature of Warmest Month,2018,27.89999962
Port-au-Prince,Maximum Temperature of Warmest Month,2018,33.5
Montevideo,Maximum Temperature of Warmest Month,2018,26.79999924
Shijianzhuang,Maximum Temperature of Warmest Month,2018,32.20000076
Providence,Maximum Temperature of Warmest Month,2018,28.39999962
Mbuji-Mayi,Maximum Temperature of Warmest Month,2018,32.5
Georgetown,Maximum Temperature of Warmest Month,2018,31.10000038
Orlando,Maximum Temperature of Warmest Month,2018,33.20000076
Khulna,Maximum Temperature of Warmest Month,2018,33.90000153
Cape Town,Maximum Temperature of Warmest Month,2018,25.29999924
Haiphong,Maximum Temperature of Warmest Month,2018,32.29999924
Reykjavik,Maximum Temperature of Warmest Month,2018,13.10000038
Mendoza,Maximum Temperature of Warmest Month,2018,31.20000076
Changchun,Maximum Temperature of Warmest Month,2018,27.79999924
Porto Alegre,Maximum Temperature of Warmest Month,2018,28.79999924
Joao Pessoa,Maximum Temperature of Warmest Month,2018,30.39999962
Port Harcourt,Maximum Temperature of Warmest Month,2018,31.39999962
Monrovia,Maximum Temperature of Warmest Month,2018,31.29999924
Fuzhou,Maximum Temperature of Warmest Month,2018,32.5
Dhaka,Maximum Temperature of Warmest Month,2018,33.90000153
Davao,Maximum Temperature of Warmest Month,2018,32.29999924
Nanjing,Maximum Temperature of Warmest Month,2018,32.29999924
Taizz,Maximum Temperature of Warmest Month,2018,33.79999924
Hiroshima,Maximum Temperature of Warmest Month,2018,31.60000038
Jacksonville,Maximum Temperature of Warmest Month,2018,33.70000076
Phoenix,Maximum Temperature of Warmest Month,2018,41.20000076
Pyongyang,Maximum Temperature of Warmest Month,2018,29.70000076
Libreville,Maximum Temperature of Warmest Month,2018,30.29999924
Phnom Penh,Maximum Temperature of Warmest Month,2018,34.29999924
Qingdao,Maximum Temperature of Warmest Month,2018,29.29999924
Ponta Delgada,Maximum Temperature of Warmest Month,2018,25
Hamilton,Maximum Temperature of Warmest Month,2018,29.60000038
Yaounde,Maximum Temperature of Warmest Month,2018,29.60000038
Bandar Lampung,Maximum Temperature of Warmest Month,2018,31.20000076
Hargeysa,Maximum Temperature of Warmest Month,2018,31.70000076
Zhengzhou,Maximum Temperature of Warmest Month,2018,32.70000076
Johor Bahru,Maximum Temperature of Warmest Month,2018,31
Medan,Maximum Temperature of Warmest Month,2018,32.40000153
Kuwait,Maximum Temperature of Warmest Month,2018,43.59999847
Multan,Maximum Temperature of Warmest Month,2018,42.79999924
Peshawar,Maximum Temperature of Warmest Month,2018,40.90000153
Incheon,Maximum Temperature of Warmest Month,2018,29.79999924
Cartagena,Maximum Temperature of Warmest Month,2018,31.70000076
Fukuoka,Maximum Temperature of Warmest Month,2018,31.70000076
Saint George's,Maximum Temperature of Warmest Month,2018,31.20000076
Shenyeng,Maximum Temperature of Warmest Month,2018,29.70000076
Vitoria,Maximum Temperature of Warmest Month,2018,31.20000076
Goyang,Maximum Temperature of Warmest Month,2018,30.20000076
New Orleans,Maximum Temperature of Warmest Month,2018,33.70000076
Benin City,Maximum Temperature of Warmest Month,2018,32.09999847
Colombo,Maximum Temperature of Warmest Month,2018,31.29999924
Houston,Maximum Temperature of Warmest Month,2018,34.29999924
Stanley,Maximum Temperature of Warmest Month,2018,12.19999981
Ibadan,Maximum Temperature of Warmest Month,2018,33.5
Makkah,Maximum Temperature of Warmest Month,2018,42.5
Port Moresby,Maximum Temperature of Warmest Month,2018,32
Recife,Maximum Temperature of Warmest Month,2018,30
Porto-Novo,Maximum Temperature of Warmest Month,2018,32.29999924
Singapore,Maximum Temperature of Warmest Month,2018,30.89999962
Tianjin,Maximum Temperature of Warmest Month,2018,31
Putrajaya,Maximum Temperature of Warmest Month,2018,32.40000153
Beijing,Maximum Temperature of Warmest Month,2018,31.29999924
Nagoya,Maximum Temperature of Warmest Month,2018,32.29999924
Tokyo,Maximum Temperature of Warmest Month,2018,30.5
Sri Jawewardenepura Kotte,Maximum Temperature of Warmest Month,2018,31.60000038
Pekanbaru,Maximum Temperature of Warmest Month,2018,32.40000153
Funchal,Maximum Temperature of Warmest Month,2018,25
Algiers,Maximum Temperature of Warmest Month,2018,30.70000076
Sao Luis,Maximum Temperature of Warmest Month,2018,31.79999924
Sucre,Maximum Temperature of Warmest Month,2018,25.29999924
Bandung,Maximum Temperature of Warmest Month,2018,29.39999962
Zamboanga,Maximum Temperature of Warmest Month,2018,32
Malang,Maximum Temperature of Warmest Month,2018,30.20000076
Accra,Maximum Temperature of Warmest Month,2018,32.09999847
Dili,Maximum Temperature of Warmest Month,2018,32.09999847
Hims,Maximum Temperature of Warmest Month,2018,33.09999847
Kyoto,Maximum Temperature of Warmest Month,2018,32.59999847
Virginia Beach,Maximum Temperature of Warmest Month,2018,30.89999962
Suva,Maximum Temperature of Warmest Month,2018,29.5
Gaza,Maximum Temperature of Warmest Month,2018,31
Kinshasa,Maximum Temperature of Warmest Month,2018,32.29999924
Sendai,Maximum Temperature of Warmest Month,2018,28.39999962
Padang,Maximum Temperature of Warmest Month,2018,31.70000076
Laayoune,Maximum Temperature of Warmest Month,2018,29.70000076
Havana,Maximum Temperature of Warmest Month,2018,32.40000153
Kananga,Maximum Temperature of Warmest Month,2018,32.29999924
Port Louis,Maximum Temperature of Warmest Month,2018,30
Cotonou,Maximum Temperature of Warmest Month,2018,31.79999924
Muscat,Maximum Temperature of Warmest Month,2018,38.79999924
Macau,Maximum Temperature of Warmest Month,2018,31.89999962
Joinville,Maximum Temperature of Warmest Month,2018,29
Caracas,Maximum Temperature of Warmest Month,2018,27.39999962
Pago Pago,Maximum Temperature of Warmest Month,2018,29.89999962
George Town,Maximum Temperature of Warmest Month,2018,31.89999962
Lome,Maximum Temperature of Warmest Month,2018,32.09999847
Suwon,Maximum Temperature of Warmest Month,2018,30.5
Willemstad,Maximum Temperature of Warmest Month,2018,31.60000038
Johannesburg,Maximum Temperature of Warmest Month,2018,26.70000076
Dalian,Maximum Temperature of Warmest Month,2018,28.5
Nampo,Maximum Temperature of Warmest Month,2018,29.10000038
Barranquilla,Maximum Temperature of Warmest Month,2018,32.70000076
Casablanca,Maximum Temperature of Warmest Month,2018,27.39999962
Gwangju,Maximum Temperature of Warmest Month,2018,31.70000076
Guangzhou,Maximum Temperature of Warmest Month,2018,33.09999847
Jinxi,Maximum Temperature of Warmest Month,2018,29.20000076
Lagos,Maximum Temperature of Warmest Month,2018,31.89999962
Noumea,Maximum Temperature of Warmest Month,2018,29.39999962
Dongguan,Maximum Temperature of Warmest Month,2018,33
Maputo,Maximum Temperature of Warmest Month,2018,31
Kampala,Maximum Temperature of Warmest Month,2018,28.79999924
Antananarivo,Maximum Temperature of Warmest Month,2018,27.89999962
Port Vila,Maximum Temperature of Warmest Month,2018,29.89999962
Valparaiso,Maximum Temperature of Warmest Month,2018,23.39999962
Agana,Maximum Temperature of Warmest Month,2018,31
Nanning,Maximum Temperature of Warmest Month,2018,33.20000076
Cebu,Maximum Temperature of Warmest Month,2018,33.29999924
Daejeon,Maximum Temperature of Warmest Month,2018,31.29999924
Praia,Maximum Temperature of Warmest Month,2018,30.70000076
Kunming,Maximum Temperature of Warmest Month,2018,25.10000038
Nukualofa,Maximum Temperature of Warmest Month,2018,29.70000076
Surabaya,Maximum Temperature of Warmest Month,2018,33.40000153
Grand Turk,Maximum Temperature of Warmest Month,2018,31.79999924
Almaty,Maximum Temperature of Warmest Month,2018,30.5
Taipei,Maximum Temperature of Warmest Month,2018,32.09999847
Bandar Seri Begawan,Maximum Temperature of Warmest Month,2018,31.79999924
Roseau,Maximum Temperature of Warmest Month,2018,31.79999924
Dar es Salaam,Maximum Temperature of Warmest Month,2018,32
Basseterre,Maximum Temperature of Warmest Month,2018,31.10000038
Merida,Maximum Temperature of Warmest Month,2018,34.40000153
Huambo,Maximum Temperature of Warmest Month,2018,29.89999962
Osaka,Maximum Temperature of Warmest Month,2018,33
Melekeok,Maximum Temperature of Warmest Month,2018,31.70000076
Oranjestad,Maximum Temperature of Warmest Month,2018,32.5
Palikir,Maximum Temperature of Warmest Month,2018,31.10000038
Basra,Maximum Temperature of Warmest Month,2018,43.40000153
Daegu,Maximum Temperature of Warmest Month,2018,31.89999962
Chittagong,Maximum Temperature of Warmest Month,2018,32.90000153
Papeete,Maximum Temperature of Warmest Month,2018,30.60000038
Shenzhen,Maximum Temperature of Warmest Month,2018,32.59999847
Kingston,Maximum Temperature of Warmest Month,2018,32
Saint John's,Maximum Temperature of Warmest Month,2018,31.10000038
Maceio,Maximum Temperature of Warmest Month,2018,30.10000038
Tampa,Maximum Temperature of Warmest Month,2018,33.70000076
Xiamen,Maximum Temperature of Warmest Month,2018,32.29999924
Fortaleza,Maximum Temperature of Warmest Month,2018,31
Honiara,Maximum Temperature of Warmest Month,2018,31.10000038
Ad Damman,Maximum Temperature of Warmest Month,2018,40.90000153
Brisbane,Maximum Temperature of Warmest Month,2018,30.39999962
San Francisco,Maximum Temperature of Warmest Month,2018,22.5
Tainan,Maximum Temperature of Warmest Month,2018,32.70000076
Busan,Maximum Temperature of Warmest Month,2018,29.89999962
Bloemfontein,Maximum Temperature of Warmest Month,2018,31.39999962
Maseru,Maximum Temperature of Warmest Month,2018,29.5
Kaohsiung,Maximum Temperature of Warmest Month,2018,31.60000038
Miami,Maximum Temperature of Warmest Month,2018,32.40000153
Belo Horizonte,Maximum Temperature of Warmest Month,2018,30
Belmopan,Maximum Temperature of Warmest Month,2018,32.79999924
Sydney,Maximum Temperature of Warmest Month,2018,27.5
Ulsan,Maximum Temperature of Warmest Month,2018,31.29999924
Taichung,Maximum Temperature of Warmest Month,2018,32.29999924
Pretoria,Maximum Temperature of Warmest Month,2018,30.89999962
Los Angeles,Maximum Temperature of Warmest Month,2018,31.29999924
Curitiba,Maximum Temperature of Warmest Month,2018,26.89999962
Tijuana,Maximum Temperature of Warmest Month,2018,28.10000038
Rio de Janeiro,Maximum Temperature of Warmest Month,2018,31.10000038
Hong Kong,Maximum Temperature of Warmest Month,2018,32.40000153
Campinas,Maximum Temperature of Warmest Month,2018,29.29999924
Freetown,Maximum Temperature of Warmest Month,2018,31.60000038
Florianopolis,Maximum Temperature of Warmest Month,2018,29.20000076
Benoni,Maximum Temperature of Warmest Month,2018,27.89999962
Luanda,Maximum Temperature of Warmest Month,2018,31.29999924
Sao Paulo,Maximum Temperature of Warmest Month,2018,28
Mbabane,Maximum Temperature of Warmest Month,2018,26.60000038
Asmara,Maximum Temperature of Warmest Month,2018,28.60000038
Kathmandu,Maximum Temperature of Warmest Month,2018,30.5
Gaborone,Maximum Temperature of Warmest Month,2018,35.09999847
Dakar,Maximum Temperature of Warmest Month,2018,32.90000153
Durban,Maximum Temperature of Warmest Month,2018,29.79999924
Vereeniging,Maximum Temperature of Warmest Month,2018,31.10000038
Oran,Maximum Temperature of Warmest Month,2018,31.20000076
Port Elizabeth,Maximum Temperature of Warmest Month,2018,27.39999962
San Diego,Maximum Temperature of Warmest Month,2018,29.20000076
Santos,Maximum Temperature of Warmest Month,2018,31.20000076
Ljubljana,Maximum Temperature of Warmest Month,2050,31.6
Belgrade,Maximum Temperature of Warmest Month,2050,33.73333333
Novi Sad,Maximum Temperature of Warmest Month,2050,33.43333333
Budapest,Maximum Temperature of Warmest Month,2050,32.2
Turin,Maximum Temperature of Warmest Month,2050,34.33333333
Yerevan,Maximum Temperature of Warmest Month,2050,36.6
Vienna,Maximum Temperature of Warmest Month,2050,30.96666667
Bratislava,Maximum Temperature of Warmest Month,2050,31.06666667
Banja Luka,Maximum Temperature of Warmest Month,2050,32.63333333
Fez,Maximum Temperature of Warmest Month,2050,39.3
Zagreb,Maximum Temperature of Warmest Month,2050,31.9
Milan,Maximum Temperature of Warmest Month,2050,34.3
Tbilisi,Maximum Temperature of Warmest Month,2050,35.63333333
Rostov,Maximum Temperature of Warmest Month,2050,33.23333333
Konya,Maximum Temperature of Warmest Month,2050,34.2
Podgorica,Maximum Temperature of Warmest Month,2050,36.76666667
Marrakesh,Maximum Temperature of Warmest Month,2050,40.96666667
Skopje,Maximum Temperature of Warmest Month,2050,34.93333333
Dnipro,Maximum Temperature of Warmest Month,2050,31.93333333
Bucharest,Maximum Temperature of Warmest Month,2050,33.53333333
Sarajevo,Maximum Temperature of Warmest Month,2050,31.3
Lyon,Maximum Temperature of Warmest Month,2050,30.96666667
Kiev,Maximum Temperature of Warmest Month,2050,29.56666667
Prague,Maximum Temperature of Warmest Month,2050,28.86666667
Warsaw,Maximum Temperature of Warmest Month,2050,28.43333333
Qom,Maximum Temperature of Warmest Month,2050,43.16666667
Pristina,Maximum Temperature of Warmest Month,2050,31.46666667
Karaj,Maximum Temperature of Warmest Month,2050,38.26666667
Ankara,Maximum Temperature of Warmest Month,2050,34.63333333
Madrid,Maximum Temperature of Warmest Month,2050,35.8
Portland,Maximum Temperature of Warmest Month,2050,30.03333333
Mosul,Maximum Temperature of Warmest Month,2050,46.23333333
Jerusalem,Maximum Temperature of Warmest Month,2050,33.56666667
Manchester,Maximum Temperature of Warmest Month,2050,25.13333333
Tehran,Maximum Temperature of Warmest Month,2050,40.63333333
Sofia,Maximum Temperature of Warmest Month,2050,31.03333333
Berlin,Maximum Temperature of Warmest Month,2050,28.13333333
Paris,Maximum Temperature of Warmest Month,2050,28.83333333
Seattle,Maximum Temperature of Warmest Month,2050,27.5
Gaziantep,Maximum Temperature of Warmest Month,2050,39.1
St. Petersburg,Maximum Temperature of Warmest Month,2050,26.3
Tashkent,Maximum Temperature of Warmest Month,2050,39.36666667
Irbil,Maximum Temperature of Warmest Month,2050,45.46666667
Stockholm,Maximum Temperature of Warmest Month,2050,25.73333333
London,Maximum Temperature of Warmest Month,2050,26.93333333
Toronto,Maximum Temperature of Warmest Month,2050,30.8
Vilnius,Maximum Temperature of Warmest Month,2050,27.1
Kharkiv,Maximum Temperature of Warmest Month,2050,29.66666667
Andorra,Maximum Temperature of Warmest Month,2050,27.36666667
Luxembourg,Maximum Temperature of Warmest Month,2050,26.86666667
Rangoon,Maximum Temperature of Warmest Month,2050,39.06666667
Isfahan,Maximum Temperature of Warmest Month,2050,40.33333333
Cologne,Maximum Temperature of Warmest Month,2050,27.53333333
Montreal,Maximum Temperature of Warmest Month,2050,31.03333333
San Marino,Maximum Temperature of Warmest Month,2050,32.23333333
Minsk,Maximum Temperature of Warmest Month,2050,27.3
Athens,Maximum Temperature of Warmest Month,2050,36.3
Minneapolis,Maximum Temperature of Warmest Month,2050,32.96666667
Ottawa,Maximum Temperature of Warmest Month,2050,30.26666667
Vaduz,Maximum Temperature of Warmest Month,2050,27.86666667
Columbus,Maximum Temperature of Warmest Month,2050,34.03333333
Zurich,Maximum Temperature of Warmest Month,2050,27.5
Bursa,Maximum Temperature of Warmest Month,2050,34.1
Oslo,Maximum Temperature of Warmest Month,2050,25.1
Chisinau,Maximum Temperature of Warmest Month,2050,30.7
Indianapolis,Maximum Temperature of Warmest Month,2050,34.46666667
Sacramento,Maximum Temperature of Warmest Month,2050,36.46666667
Pittsburgh,Maximum Temperature of Warmest Month,2050,33.56666667
Amman,Maximum Temperature of Warmest Month,2050,35.33333333
St. Louis,Maximum Temperature of Warmest Month,2050,36.53333333
Rome,Maximum Temperature of Warmest Month,2050,34.13333333
Moscow,Maximum Temperature of Warmest Month,2050,27.73333333
Aguascalientes,Maximum Temperature of Warmest Month,2050,34.3
Cincinnati,Maximum Temperature of Warmest Month,2050,35
Salt Lake City,Maximum Temperature of Warmest Month,2050,36.76666667
Cleveland,Maximum Temperature of Warmest Month,2050,32.46666667
Hamburg,Maximum Temperature of Warmest Month,2050,26.23333333
Detroit,Maximum Temperature of Warmest Month,2050,32.3
Baltimore,Maximum Temperature of Warmest Month,2050,35.63333333
Buffalo,Maximum Temperature of Warmest Month,2050,30.63333333
Vatican City,Maximum Temperature of Warmest Month,2050,33.83333333
Djibouti,Maximum Temperature of Warmest Month,2050,43.23333333
Dushanbe,Maximum Temperature of Warmest Month,2050,39.06666667
Mariehamn,Maximum Temperature of Warmest Month,2050,22.76666667
Brussels,Maximum Temperature of Warmest Month,2050,26.53333333
Marseille,Maximum Temperature of Warmest Month,2050,31.63333333
Louisville,Maximum Temperature of Warmest Month,2050,36
San Luis Potosi,Maximum Temperature of Warmest Month,2050,33.4
Naypyidaw,Maximum Temperature of Warmest Month,2050,40.1
Helsinki,Maximum Temperature of Warmest Month,2050,24.46666667
Chongqing,Maximum Temperature of Warmest Month,2050,36.03333333
Tallinn,Maximum Temperature of Warmest Month,2050,24.73333333
Urumqi,Maximum Temperature of Warmest Month,2050,33.73333333
Baku,Maximum Temperature of Warmest Month,2050,33.33333333
Aleppo,Maximum Temperature of Warmest Month,2050,39.43333333
Kobenhavn,Maximum Temperature of Warmest Month,2050,24.7
Pune,Maximum Temperature of Warmest Month,2050,39.23333333
Izmir,Maximum Temperature of Warmest Month,2050,36.83333333
San Salvador,Maximum Temperature of Warmest Month,2050,34.53333333
Bern,Maximum Temperature of Warmest Month,2050,27.2
Nagpur,Maximum Temperature of Warmest Month,2050,45.1
Riga,Maximum Temperature of Warmest Month,2050,25.13333333
Lille,Maximum Temperature of Warmest Month,2050,25.7
Sukhumi,Maximum Temperature of Warmest Month,2050,31.3
Nashville,Maximum Temperature of Warmest Month,2050,37
Ilorin,Maximum Temperature of Warmest Month,2050,37.96666667
Riyadh,Maximum Temperature of Warmest Month,2050,45.66666667
Guadalajara,Maximum Temperature of Warmest Month,2050,35.86666667
Leeds,Maximum Temperature of Warmest Month,2050,23.36666667
Ramallah,Maximum Temperature of Warmest Month,2050,32.46666667
